site_id,site_name,timestamp,NO (µg/m³),NO_percentage,NO_flag,NO2 (µg/m³),NO2_flag,NO2_percentage,NOx (ppb),NOx_flag,NOx_percentage,original_40,Ozone (µg/m³),Ozone_flag,Ozone_percentage,PM10 (µg/m³),PM10_flag,PM10_percentage,PM2.5 (µg/m³),PM2.5_flag,PM25_percentage,year
site_5101,Belur Math Howrah,35040,31247,89.17522831,1,31264,1,89.22374429,31277,1,89.26084475,1,32539,1,92.86244292,32598,1,93.03082192,32564,1,92.93378995,2022
site_293,Alandur Bus Depot Chennai,35040,31250,89.18378995,1,31656,1,90.34246575,31660,1,90.35388128,1,29742,1,84.88013699,31017,1,88.51883562,30776,1,87.83105023,2022
site_5273,City Center Gwalior,35040,31266,89.22945205,1,31428,1,89.69178082,31431,1,89.70034247,0,30603,1,87.33732877,31871,1,90.95605023,32124,1,91.67808219,2022
site_5072,Rishi Nagar Kaithal,35040,31269,89.2380137,1,31242,1,89.1609589,32077,1,91.54394977,0,30530,1,87.12899543,29851,1,85.19121005,29739,1,84.87157534,2023
site_5391,Stuart Hill Madikeri,35040,31280,89.26940639,1,32776,1,93.53881279,32660,1,93.20776256,0,33460,1,95.49086758,30032,1,85.70776256,30138,1,86.01027397,2022
site_299,Sidhu Kanhu Indoor Stadium Durgapur,35040,31287,89.28938356,1,31290,1,89.29794521,31427,1,89.68892694,0,32138,1,91.71803653,30950,1,88.32762557,31281,1,89.27226027,2023
site_1402,Sector-2 Industrial Area Pithampur,35040,31287,89.28938356,1,31302,1,89.33219178,31312,1,89.36073059,0,32358,1,92.34589041,33065,1,94.36358447,32984,1,94.13242009,2023
site_298,Zoo Park Hyderabad,35136,31374,89.29303279,1,31468,1,89.56056466,31484,1,89.606102,0,31369,1,89.27880237,22885,0,65.1326275,29271,1,83.30771858,2020
site_5404,Mhada Colony Pune,35040,31289,89.29509132,1,31211,1,89.07248858,31328,1,89.40639269,0,30911,1,88.2163242,24357,0,69.5119863,24479,0,69.86015982,2021
site_103,CRRI Mathura Road Delhi,35040,31289,89.29509132,1,33483,1,95.55650685,33158,1,94.62899543,0,33355,1,95.19121005,34317,1,97.93664384,33586,1,95.85045662,2019
site_5264,Vidayagiri Bagalkot,35136,31380,89.31010929,1,30677,1,87.30931239,31859,1,90.67338342,0,31161,1,88.68681694,30119,1,85.72119763,29322,1,83.45286885,2020
site_5342,Sector 11 Faridabad,35040,31299,89.32363014,1,31290,1,89.29794521,31774,1,90.67922374,0,30522,1,87.10616438,28631,1,81.70947489,29145,1,83.17636986,2023
site_5057,Urban Estate-II Hisar,35040,31307,89.34646119,1,31001,1,88.47317352,31410,1,89.64041096,0,31332,1,89.41780822,30639,1,87.44006849,30817,1,87.94805936,2021
site_5104,Kurla Mumbai,35040,31314,89.36643836,1,31308,1,89.34931507,31314,1,89.36643836,0,29008,1,82.78538813,28778,1,82.12899543,30754,1,87.76826484,2023
site_309,Victoria Kolkata,35040,31315,89.36929224,1,31385,1,89.56906393,31305,1,89.34075342,0,33750,1,96.31849315,33126,1,94.53767123,32978,1,94.1152968,2021
site_1391,RIICO Ind. Area III Bhiwadi,35136,31406,89.38410747,1,31721,1,90.28062386,31389,1,89.33572404,0,32219,1,91.69797359,30957,1,88.10621585,31298,1,89.07673042,2020
site_5451,Rakhial Ahmedabad,35040,31323,89.39212329,1,31349,1,89.4663242,31377,1,89.54623288,0,21601,0,61.6466895,31728,1,90.54794521,31745,1,90.59646119,2023
site_5121,Knowledge Park V Greater Noida,35040,31328,89.40639269,1,33112,1,94.49771689,33111,1,94.49486301,0,32476,1,92.6826484,33596,1,95.87899543,33087,1,94.42636986,2022
site_5110,Fort William Kolkata,35040,31337,89.43207763,1,31334,1,89.42351598,31433,1,89.70605023,0,33233,1,94.84303653,32658,1,93.20205479,32856,1,93.76712329,2023
site_1431,Patparganj Delhi,35136,31428,89.44672131,1,32377,1,92.14765483,32562,1,92.67418033,0,28467,1,81.01946721,33848,1,96.33424408,33959,1,96.65015938,2020
site_5050,Shyam Nagar Palwal,35040,31346,89.45776256,1,31453,1,89.76312785,31546,1,90.02853881,0,30079,1,85.84189498,30624,1,87.39726027,30518,1,87.09474886,2023
site_1418,Asansol Court Area Asansol,35040,31349,89.4663242,1,31381,1,89.5576484,31425,1,89.68321918,0,32780,1,93.55022831,32410,1,92.49429224,32584,1,92.99086758,2019
site_5052,Patti Mehar Ambala,35040,31350,89.46917808,1,31147,1,88.88984018,32740,1,93.43607306,0,30587,1,87.29166667,30457,1,86.9206621,30556,1,87.20319635,2022
site_117,ITO Delhi,35040,31353,89.47773973,1,31130,1,88.8413242,31289,1,89.29509132,0,31922,1,91.10159817,31745,1,90.59646119,31667,1,90.37385845,2023
site_1538,Ratanpura Rupnagar Ambuja,35136,31440,89.48087432,1,31059,1,88.39651639,31877,1,90.72461293,0,0,0,0,29838,1,84.92144809,29078,1,82.75842441,2020
site_299,Sidhu Kanhu Indoor Stadium Durgapur,35040,31360,89.49771689,1,31371,1,89.52910959,31377,1,89.54623288,0,13978,0,39.89155251,30798,1,87.89383562,30678,1,87.55136986,2022
site_5482,Rohta Agra,35040,31366,89.51484018,1,31457,1,89.77454338,32849,1,93.74714612,0,32670,1,93.23630137,28953,1,82.62842466,28928,1,82.55707763,2023
site_5538,New DM Office Arrah,35040,31379,89.55194064,1,31647,1,90.31678082,31743,1,90.59075342,0,20200,0,57.64840183,30407,1,86.77796804,30608,1,87.35159817,2022
site_5548,Kareemganj Gaya,35040,31389,89.58047945,1,31871,1,90.95605023,31856,1,90.91324201,0,27259,1,77.79394977,31005,1,88.48458904,30124,1,85.97031963,2023
site_5045,Arya Nagar Bahadurgarh,35040,31390,89.58333333,1,31955,1,91.19577626,32262,1,92.07191781,1,32215,1,91.93778539,30749,1,87.75399543,30897,1,88.17636986,2021
site_1390,Moti Doongri Alwar,35040,31397,89.6033105,1,31363,1,89.50627854,31514,1,89.93721461,0,32015,1,91.36700913,31539,1,90.00856164,31629,1,90.26541096,2021
site_5479,MIT-Daudpur Kothi Muzaffarpur,35040,31406,89.62899543,1,31644,1,90.30821918,31735,1,90.56792237,0,31238,1,89.14954338,28425,1,81.12157534,25320,0,72.26027397,2022
site_5339,Mini Secretariat Charkhi Dadri,35040,31414,89.65182648,1,32185,1,91.85216895,32554,1,92.90525114,0,30692,1,87.5913242,29001,1,82.76541096,28715,1,81.94920091,2021
site_5123,Sector-1 Noida,35040,31438,89.72031963,1,32307,1,92.20034247,32497,1,92.74257991,1,33346,1,95.16552511,33465,1,95.50513699,33579,1,95.83047945,2023
site_1553,Bapuji Nagar Bengaluru,35040,31441,89.72888128,1,30315,1,86.51541096,32024,1,91.39269406,0,32592,1,93.01369863,29901,1,85.33390411,30203,1,86.19577626,2022
site_5503,Mangala Bilaspur,35040,31445,89.7402968,1,31545,1,90.02568493,31613,1,90.21974886,1,0,0,0,31133,1,88.84988584,31437,1,89.71746575,2022
site_5545,Darshan Nagar Chhapra,35040,31450,89.75456621,1,31228,1,89.12100457,31538,1,90.00570776,0,30159,1,86.07020548,31208,1,89.06392694,31777,1,90.68778539,2023
site_1431,Patparganj Delhi,35040,31451,89.75742009,1,31585,1,90.13984018,32142,1,91.72945205,0,30684,1,87.56849315,31509,1,89.92294521,33263,1,94.92865297,2021
site_5082,Indirapuram Ghaziabad,35040,31451,89.75742009,1,31903,1,91.04737443,31890,1,91.01027397,0,31189,1,89.0097032,33358,1,95.19977169,33171,1,94.66609589,2023
site_1438,Civil Line Jalandhar,35040,31452,89.76027397,1,31547,1,90.03139269,31767,1,90.65924658,0,32465,1,92.65125571,32505,1,92.76541096,32730,1,93.40753425,2021
site_5054,Huda Sector Fatehabad,35040,31458,89.77739726,1,31695,1,90.45376712,31535,1,89.99714612,0,31745,1,90.59646119,30985,1,88.42751142,31545,1,90.02568493,2021
site_5050,Shyam Nagar Palwal,35040,31468,89.80593607,1,31727,1,90.54509132,31669,1,90.37956621,0,30047,1,85.75057078,31065,1,88.65582192,30995,1,88.45605023,2022
site_5361,Arumbakkam Chennai,35040,31468,89.80593607,1,32200,1,91.89497717,32277,1,92.11472603,0,0,0,0,31732,1,90.55936073,32140,1,91.72374429,2023
site_1423,Jahangirpuri Delhi,35040,31474,89.82305936,1,32318,1,92.23173516,32345,1,92.30878995,0,31992,1,91.30136986,33619,1,95.9446347,29449,1,84.04394977,2021
site_5541,Mayaganj Bhagalpur,35040,31482,89.84589041,1,31564,1,90.07990868,31662,1,90.35958904,0,31692,1,90.44520548,30169,1,86.09874429,30314,1,86.51255708,2023
site_1424,Jawaharlal Nehru Stadium Delhi,35040,31482,89.84589041,1,32181,1,91.84075342,31701,1,90.47089041,0,30839,1,88.01084475,32653,1,93.18778539,32842,1,93.72716895,2022
site_294,Sanathnagar Hyderabad,35040,31491,89.87157534,1,31891,1,91.01312785,31969,1,91.23573059,0,31717,1,90.51655251,0,0,0,32854,1,93.76141553,2018
site_5337,Industrial Area Hajipur,35040,31507,89.91723744,1,31982,1,91.27283105,33083,1,94.41495434,0,32605,1,93.05079909,32291,1,92.15468037,32158,1,91.77511416,2023
site_1424,Jawaharlal Nehru Stadium Delhi,35040,31519,89.95148402,1,32327,1,92.25742009,31801,1,90.75627854,0,31973,1,91.24714612,33435,1,95.41952055,33391,1,95.29394977,2021
site_293,Alandur Bus Depot Chennai,35136,31614,89.9760929,1,31398,1,89.3613388,31862,1,90.68192168,1,30472,1,86.72586521,37,0,0.1053051,31323,1,89.14788251,2020
site_1426,Narela Delhi,35136,31618,89.98747723,1,31672,1,90.14116576,31760,1,90.39162113,0,31485,1,89.60894809,32439,1,92.32411202,32816,1,93.39708561,2020
site_1392,Civil Lines  Ajmer,35040,3155,9.003995434,0,3150,0,8.989726027,1266,0,3.613013699,0,3105,0,8.86130137,3005,0,8.575913242,3050,0,8.7043379,2017
site_5668,Bata Chowk Nalbari,35040,3209,9.158105023,0,2544,0,7.260273973,2694,0,7.688356164,0,3362,0,9.59474886,3493,0,9.96860731,3524,0,10.05707763,2022
site_5853,KHB Colony Karwar,11712,1088,9.289617486,0,1099,0,9.383538251,1180,0,10.07513661,0,1181,0,10.08367486,1044,0,8.913934426,1139,0,9.72506831,2023
site_5547,SDM Office Khagra Kishanganj,35040,3263,9.312214612,0,2759,0,7.873858447,3183,0,9.08390411,0,2857,0,8.153538813,3558,0,10.15410959,3560,0,10.15981735,2021
site_5541,Mayaganj Bhagalpur,35040,3279,9.357876712,0,3378,0,9.64041096,3413,0,9.7402968,0,2272,0,6.484018265,2948,0,8.413242009,3429,0,9.7859589,2021
site_5674,Dabuna Nayagarh,35040,3325,9.489155251,0,3322,0,9.480593607,3324,0,9.48630137,0,3315,0,9.460616438,3283,0,9.369292237,3281,0,9.363584475,2022
site_1393,Adarsh Nagar Jaipur,35040,3401,9.70605023,0,3400,0,9.70319635,2636,0,7.52283105,0,3409,0,9.72888128,3408,0,9.7260274,3398,0,9.69748858,2017
site_1396,Shastri Nagar Jaipur,35040,3414,9.74315068,0,3442,0,9.82305936,2116,0,6.038812785,0,3427,0,9.78025114,3452,0,9.85159817,3410,0,9.73173516,2017
site_5962,Kandivali West Mumbai,35040,3425,9.77454338,0,3460,0,9.87442922,3489,0,9.95719178,0,3710,0,10.58789954,3722,0,10.62214612,3945,0,11.25856164,2023
site_5546,Mirchaibari Katihar,35040,3447,9.83732877,0,3451,0,9.84874429,3461,0,9.87728311,0,3358,0,9.58333333,2776,0,7.922374429,3195,0,9.118150685,2021
site_1397,Ashok Nagar Udaipur,35040,3448,9.84018265,0,3460,0,9.87442922,2029,0,5.790525114,0,3308,0,9.440639269,3338,0,9.52625571,3362,0,9.59474886,2017
site_5548,Kareemganj Gaya,35040,3453,9.85445205,0,3501,0,9.99143836,3506,0,10.00570776,0,3016,0,8.607305936,3603,0,10.28253425,3522,0,10.05136986,2021
site_5094,SIDCO Kurichi Coimbatore,35040,3472,9.9086758,0,9558,0,27.27739726,9598,0,27.39155251,0,10796,0,30.81050228,8171,0,23.31906393,8012,0,22.8652968,2021
site_5335,Govt. High School Shikarpur Patna,35040,31537,90.00285388,1,32656,1,93.19634703,33223,1,94.81449772,0,32925,1,93.9640411,31851,1,90.8989726,31998,1,91.31849315,2023
site_5106,Vile Parle West Mumbai,35040,31546,90.02853881,1,29306,1,83.63584475,31615,1,90.22545662,0,29598,1,84.46917808,23404,0,66.79223744,25006,0,71.36415525,2022
site_5396,Deonar Mumbai,35040,31561,90.07134703,1,33678,1,96.1130137,31559,1,90.06563927,0,28970,1,82.67694064,33287,1,94.99714612,33408,1,95.34246575,2021
site_298,Zoo Park Hyderabad,35040,31562,90.07420091,1,31792,1,90.73059361,31826,1,90.82762557,0,31696,1,90.456621,28807,1,82.21175799,28283,1,80.7163242,2023
site_5412,Kandivali East Mumbai,35040,31562,90.07420091,1,32297,1,92.17180365,32394,1,92.44863014,0,30284,1,86.42694064,30142,1,86.0216895,31724,1,90.53652968,2023
site_1555,Hombegowda Nagar Bengaluru,35136,31651,90.081398,1,31737,1,90.3261612,31738,1,90.32900729,0,31575,1,89.86509563,32256,1,91.80327869,31995,1,91.06045082,2020
site_302,Solapur Solapur,35040,31566,90.08561644,1,31879,1,90.97888128,30841,1,88.01655251,0,31804,1,90.76484018,30169,1,86.09874429,30007,1,85.63641553,2019
site_125,Punjabi Bagh Delhi,35040,31567,90.08847032,1,32026,1,91.39840183,32024,1,91.39269406,1,33601,1,95.89326484,33672,1,96.09589041,33362,1,95.21118721,2019
site_5654,Krishak Nagar Raipur,35040,31569,90.09417808,1,31129,1,88.83847032,31582,1,90.13127854,0,31703,1,90.47659817,31231,1,89.12956621,31001,1,88.47317352,2023
site_157,IGSC Planetarium Complex Patna,35040,31579,90.12271689,1,31298,1,89.32077626,31688,1,90.43378995,0,26584,1,75.86757991,0,0,0,31854,1,90.90753425,2018
site_162,BTM Layout Bengaluru,35040,31580,90.12557078,1,31648,1,90.3196347,31650,1,90.32534247,0,31539,1,90.00856164,0,0,0,31365,1,89.5119863,2019
site_1435,Vivek Vihar Delhi,35040,31581,90.12842466,1,31598,1,90.17694064,31636,1,90.28538813,0,28402,1,81.05593607,31002,1,88.4760274,31401,1,89.61472603,2021
site_1557,Chikkaballapur Rural Chikkaballapur,35040,31583,90.13413242,1,31582,1,90.13127854,31617,1,90.23116438,0,31566,1,90.08561644,31726,1,90.54223744,31907,1,91.05878995,2022
site_1404,Bhopal Chauraha Dewas,35040,31585,90.13984018,1,31590,1,90.15410959,31683,1,90.41952055,0,31355,1,89.48344749,30342,1,86.59246575,32182,1,91.84360731,2023
site_5042,Shasthri Nagar Ratlam IPCA,35040,31589,90.15125571,1,31454,1,89.76598174,32290,1,92.15182648,0,0,0,0,29761,1,84.93436073,28527,1,81.41267123,2021
site_5081,Sanjay Nagar Ghaziabad,35040,31589,90.15125571,1,31936,1,91.14155251,31924,1,91.10730594,0,31843,1,90.87614155,32653,1,93.18778539,32617,1,93.08504566,2021
site_1429,Nehru Nagar Delhi,35040,31596,90.17123288,1,32201,1,91.89783105,31992,1,91.30136986,0,31897,1,91.03025114,33528,1,95.68493151,32407,1,92.48573059,2023
site_1542,Yamunapuram Bulandshahr,35040,31598,90.17694064,1,31601,1,90.18550228,31778,1,90.69063927,0,32477,1,92.68550228,33996,1,97.02054795,32847,1,93.74143836,2022
site_117,ITO Delhi,35040,31599,90.17979452,1,31532,1,89.98858447,31616,1,90.2283105,0,32742,1,93.44178082,32320,1,92.23744292,32684,1,93.27625571,2022
site_306,Manali Chennai,35040,31599,90.17979452,1,32704,1,93.33333333,32709,1,93.34760274,0,29775,1,84.97431507,30136,1,86.00456621,29836,1,85.14840183,2022
site_1394,Shrinath Puram Kota,35040,31602,90.18835616,1,31534,1,89.99429224,31685,1,90.42522831,0,32079,1,91.54965753,31187,1,89.00399543,31342,1,89.44634703,2021
site_1406,Secretariat Amaravati,35040,31607,90.20262557,1,31877,1,90.97317352,32005,1,91.33847032,0,31130,1,88.8413242,32678,1,93.25913242,31840,1,90.86757991,2021
site_252,Plammoodu Thiruvananthapuram Kerala,35136,31701,90.22370219,1,31189,1,88.76650729,31851,1,90.65061475,1,31540,1,89.7654827,27981,1,79.63627049,24257,0,69.03745446,2020
site_5397,Khindipada-Bhandup West Mumbai,35040,31619,90.23687215,1,32263,1,92.07477169,31621,1,90.24257991,0,31707,1,90.4880137,32430,1,92.55136986,32532,1,92.84246575,2021
site_136,Collectorate Jodhpur,35040,31622,90.24543379,1,31622,1,90.24543379,31644,1,90.30821918,0,31833,1,90.84760274,30766,1,87.80251142,30819,1,87.95376712,2022
site_5055,General Hospital Mandikhera,35040,31622,90.24543379,1,31941,1,91.15582192,31978,1,91.26141553,0,31974,1,91.25,30767,1,87.8053653,30791,1,87.87385845,2022
site_5083,Loni Ghaziabad,35040,31623,90.24828767,1,32060,1,91.49543379,33179,1,94.68892694,0,31358,1,89.49200913,31696,1,90.456621,30176,1,86.11872146,2023
site_251,ICRISAT Patancheru Hyderabad,35040,31627,90.2597032,1,29933,1,85.42522831,31795,1,90.73915525,0,31555,1,90.05422374,31810,1,90.78196347,31348,1,89.46347032,2022
site_5103,Nerul Navi Mumbai,35040,31627,90.2597032,1,31627,1,90.2597032,31627,1,90.2597032,0,6020,0,17.1803653,29672,1,84.6803653,31589,1,90.15125571,2023
site_276,Nehru Nagar Kanpur,35040,31640,90.29680365,1,32021,1,91.38413242,32028,1,91.40410959,0,31758,1,90.63356164,0,0,0,32075,1,91.53824201,2018
site_5273,City Center Gwalior,35136,31728,90.30054645,1,31802,1,90.51115665,31816,1,90.55100182,0,31929,1,90.87260929,32441,1,92.32980419,32517,1,92.54610656,2020
site_124,R K Puram Delhi,35136,31730,90.30623862,1,32253,1,91.79474044,32627,1,92.85917577,0,31324,1,89.1507286,32324,1,91.99681239,30935,1,88.043602,2020
site_5417,Pan Bazaar Guwahati,35040,31646,90.31392694,1,30021,1,85.67636986,31684,1,90.42237443,0,30109,1,85.92751142,29697,1,84.75171233,29573,1,84.39783105,2021
site_5586,HIMUDA Complex Phase-1 Baddi,35040,31656,90.34246575,1,29676,1,84.69178082,31695,1,90.45376712,0,31685,1,90.42522831,31259,1,89.20947489,31211,1,89.07248858,2023
site_1423,Jahangirpuri Delhi,35040,31656,90.34246575,1,32817,1,93.65582192,32763,1,93.50171233,0,31374,1,89.53767123,33366,1,95.22260274,29021,1,82.82248858,2022
site_309,Victoria Kolkata,35136,31746,90.35177596,1,31513,1,89.68863843,31548,1,89.78825137,0,32303,1,91.93704463,31237,1,88.90311931,31456,1,89.52641166,2020
site_5115,Worli Mumbai,35136,31758,90.38592896,1,31591,1,89.91063297,31766,1,90.40869763,0,26790,1,76.2465847,28599,1,81.39515027,29754,1,84.68237705,2020
site_5112,Powai Mumbai,35040,31682,90.41666667,1,31681,1,90.41381279,31682,1,90.41666667,0,29071,1,82.96518265,29436,1,84.00684932,32565,1,92.93664384,2023
site_252,Plammoodu Thiruvananthapuram Kerala,35040,31683,90.41952055,1,32004,1,91.33561644,32500,1,92.75114155,1,32221,1,91.95490868,28161,1,80.36815068,25789,0,73.59874429,2021
site_159,Collectorate Gaya,35040,31684,90.42237443,1,31569,1,90.09417808,31685,1,90.42522831,0,29623,1,84.54052511,0,0,0,28675,1,81.83504566,2021
site_5548,Kareemganj Gaya,35040,31685,90.42522831,1,32160,1,91.78082192,32218,1,91.94634703,0,32031,1,91.41267123,30424,1,86.82648402,31476,1,89.82876712,2022
site_5041,Murthal Sonipat,35040,31689,90.43664384,1,30636,1,87.43150685,31415,1,89.65468037,0,29612,1,84.50913242,28908,1,82.5,29810,1,85.07420091,2019
site_1424,Jawaharlal Nehru Stadium Delhi,35040,31692,90.44520548,1,31797,1,90.74486301,31763,1,90.64783105,0,31044,1,88.59589041,29280,1,83.56164384,32890,1,93.86415525,2023
site_5668,Bata Chowk Nalbari,35040,31695,90.45376712,1,31169,1,88.95262557,31917,1,91.08732877,0,30655,1,87.48573059,27339,1,78.02226027,28565,1,81.52111872,2023
site_5111,Jadavpur Kolkata,35040,31696,90.456621,1,31759,1,90.63641553,31892,1,91.01598174,0,32954,1,94.04680365,33131,1,94.55194064,33082,1,94.41210046,2022
site_124,R K Puram Delhi,35040,31704,90.47945205,1,32068,1,91.51826484,32421,1,92.52568493,0,31893,1,91.01883562,30924,1,88.25342466,25567,0,72.96518265,2019
site_258,Tirumala Tirupati,35040,31715,90.51084475,1,31575,1,90.11130137,31742,1,90.58789954,0,29971,1,85.5336758,31389,1,89.58047945,30609,1,87.35445205,2021
site_1427,Najafgarh Delhi,35040,31720,90.52511416,1,31841,1,90.87043379,31838,1,90.86187215,0,30485,1,87.00057078,31980,1,91.26712329,31464,1,89.79452055,2022
site_1438,Civil Line Jalandhar,35040,31722,90.53082192,1,32381,1,92.41152968,32910,1,93.92123288,0,31812,1,90.78767123,31812,1,90.78767123,32287,1,92.14326484,2019
site_5068,Sahilara Maihar KJS,35136,31824,90.57377049,1,32275,1,91.85735428,31952,1,90.93806922,0,0,0,0,29210,1,83.13410747,28080,1,79.91803279,2020
site_1423,Jahangirpuri Delhi,35040,31742,90.58789954,1,32053,1,91.47545662,32013,1,91.36130137,0,31203,1,89.04965753,32398,1,92.46004566,28480,1,81.27853881,2023
site_1391,RIICO Ind. Area III Bhiwadi,35040,31743,90.59075342,1,31934,1,91.13584475,31978,1,91.26141553,0,32297,1,92.17180365,31130,1,88.8413242,31471,1,89.81449772,2023
site_5664,Science Center Surat,35040,31754,90.62214612,1,30949,1,88.32477169,33710,1,96.2043379,0,0,0,0,24816,0,70.82191781,26071,0,74.40353881,2023
site_136,Collectorate Jodhpur,35040,31768,90.66210046,1,31828,1,90.83333333,32759,1,93.4902968,0,32424,1,92.53424658,30944,1,88.31050228,31537,1,90.00285388,2019
site_277,Lalbagh Lucknow,35040,31777,90.68778539,1,31860,1,90.92465753,32281,1,92.12614155,0,33901,1,96.74942922,0,0,0,33452,1,95.46803653,2019
site_117,ITO Delhi,35040,31790,90.72488584,1,31680,1,90.4109589,31759,1,90.63641553,0,32051,1,91.46974886,17392,0,49.6347032,28601,1,81.62385845,2021
site_111,Sector 62 Noida,35040,31792,90.73059361,1,31325,1,89.39783105,31966,1,91.22716895,0,31479,1,89.83732877,29693,1,84.7402968,31309,1,89.35216895,2023
site_1416,Padmapukur Howrah,35040,31800,90.75342466,1,31800,1,90.75342466,31747,1,90.60216895,0,32554,1,92.90525114,31896,1,91.02739726,31888,1,91.00456621,2023
site_5024,Alipur Delhi,35136,31892,90.76730419,1,31450,1,89.50933515,31970,1,90.98929872,0,28572,1,81.31830601,32587,1,92.74533242,32458,1,92.37818761,2020
site_5361,Arumbakkam Chennai,35040,31806,90.77054795,1,28130,1,80.27968037,32138,1,91.71803653,0,0,0,0,31968,1,91.23287671,31969,1,91.23573059,2022
site_5254,Collector Office Yadgir,35040,31809,90.77910959,1,30158,1,86.0673516,31967,1,91.23002283,0,30868,1,88.09360731,31328,1,89.40639269,31587,1,90.14554795,2021
site_5546,Mirchaibari Katihar,35040,31813,90.79052511,1,31794,1,90.73630137,31913,1,91.07591324,0,31357,1,89.48915525,29395,1,83.88984018,30995,1,88.45605023,2023
site_5060,Nathu Colony Ballabgarh,35040,31819,90.8076484,1,31972,1,91.24429224,32169,1,91.80650685,0,31504,1,89.9086758,30590,1,87.30022831,30627,1,87.40582192,2023
site_252,Plammoodu Thiruvananthapuram Kerala,35040,31823,90.81906393,1,30844,1,88.02511416,32188,1,91.86073059,1,31117,1,88.80422374,31782,1,90.70205479,29258,1,83.49885845,2018
site_5081,Sanjay Nagar Ghaziabad,35040,31823,90.81906393,1,32862,1,93.78424658,32937,1,93.99828767,0,28871,1,82.39440639,33757,1,96.33847032,33844,1,96.58675799,2022
site_5023,Anand Vihar Hapur,35040,31837,90.85901826,1,31670,1,90.38242009,31895,1,91.02454338,0,30899,1,88.18207763,29855,1,85.20262557,32808,1,93.63013699,2023
site_198,More Chowk Waluj Aurangabad,35136,31925,90.86122495,1,32839,1,93.46254554,33346,1,94.90551002,1,28488,1,81.07923497,31219,1,88.8518898,28476,1,81.04508197,2020
site_5596,ECIL Kapra Hyderabad,35040,31840,90.86757991,1,31836,1,90.85616438,8061,0,23.00513699,0,31528,1,89.97716895,29972,1,85.53652968,30478,1,86.98059361,2023
site_5024,Alipur Delhi,35040,31860,90.92465753,1,31660,1,90.35388128,31710,1,90.49657534,0,30794,1,87.88242009,32305,1,92.1946347,32216,1,91.94063927,2019
site_5336,DRM Office Danapur Patna,35040,31862,90.9303653,1,31507,1,89.91723744,33203,1,94.75742009,0,32445,1,92.59417808,31620,1,90.23972603,31611,1,90.2140411,2022
site_1399,Anand Kala Kshetram Rajamahendravaram,35040,31866,90.94178082,1,33641,1,96.00742009,33721,1,96.23573059,0,33218,1,94.80022831,34442,1,98.293379,32785,1,93.56449772,2022
site_1424,Jawaharlal Nehru Stadium Delhi,35040,31871,90.95605023,1,32817,1,93.65582192,32083,1,91.56107306,0,32712,1,93.35616438,33538,1,95.71347032,33855,1,96.61815068,2019
site_5056,Police Lines Jind,35040,31873,90.96175799,1,31822,1,90.81621005,31666,1,90.37100457,0,30938,1,88.293379,30212,1,86.22146119,30442,1,86.87785388,2021
site_5053,Shastri Nagar Narnaul,35040,31880,90.98173516,1,31914,1,91.07876712,31944,1,91.16438356,0,30050,1,85.75913242,29629,1,84.5576484,30826,1,87.97374429,2022
site_5054,Huda Sector Fatehabad,35040,31882,90.98744292,1,32117,1,91.65810502,32115,1,91.65239726,0,32289,1,92.1489726,31462,1,89.78881279,27762,1,79.22945205,2019
site_1435,Vivek Vihar Delhi,35040,31887,91.00171233,1,31940,1,91.15296804,31869,1,90.95034247,0,31058,1,88.63584475,32970,1,94.09246575,32859,1,93.77568493,2023
site_256,Golden Temple Amritsar,35040,31892,91.01598174,1,31774,1,90.67922374,32740,1,93.43607306,1,32832,1,93.69863014,32033,1,91.418379,31914,1,91.07876712,2021
site_5048,Sector-18 Panipat,35136,31982,91.02345173,1,31972,1,90.99499089,31870,1,90.70469035,0,32266,1,91.83173953,31448,1,89.50364299,31920,1,90.84699454,2020
site_1391,RIICO Ind. Area III Bhiwadi,35040,31903,91.04737443,1,31887,1,91.00171233,31962,1,91.21575342,0,32364,1,92.3630137,31066,1,88.6586758,31366,1,89.51484018,2021
site_5543,DM Office Kachari Chowk Bhagalpur,35040,31904,91.05022831,1,32388,1,92.43150685,32426,1,92.53995434,0,31106,1,88.77283105,31778,1,90.69063927,31372,1,89.53196347,2022
site_1395,Indira Colony Vistar Pali,35040,31907,91.05878995,1,31680,1,90.4109589,31918,1,91.09018265,0,31982,1,91.27283105,30801,1,87.90239726,30004,1,85.62785388,2023
site_5101,Belur Math Howrah,35136,32001,91.07752732,1,32178,1,91.58128415,32384,1,92.16757741,1,25063,0,71.331398,32457,1,92.37534153,31741,1,90.33754554,2020
site_111,Sector 62 Noida,35040,31914,91.07876712,1,32065,1,91.5097032,32670,1,93.23630137,0,30568,1,87.23744292,31869,1,90.95034247,31013,1,88.50742009,2022
site_5346,Sikulpuikawn Aizawl Mizoram,35040,31916,91.08447489,1,27607,1,78.78710046,33991,1,97.00627854,1,29619,1,84.52910959,30897,1,88.17636986,23525,0,67.13755708,2021
site_1397,Ashok Nagar Udaipur,35040,31917,91.08732877,1,31949,1,91.17865297,32018,1,91.37557078,0,33221,1,94.80878995,32439,1,92.57705479,32780,1,93.55022831,2022
site_1425,Major Dhyan Chand National Stadium Delhi,35136,32020,91.13160291,1,33257,1,94.65220856,32755,1,93.2234745,0,32775,1,93.28039617,34080,1,96.99453552,34134,1,97.14822404,2020
